0.0,1096.1
5.0,1069.5
10.0,1007.9
15.0,1031.3
20.0,1056.4
25.0,1004.0
30.0,1051.8
35.0,1069.1
40.0,1099.1
45.0,1050.7
50.0,1036.4
55.0,1088.1
60.0,1094.9
65.0,1054.3
70.0,1024.9
75.0,1074.0
80.0,1093.2
85.0,1038.6
90.0,1092.4
95.0,1090.2
100.0,1052.3
105.0,1071.7
110.0,1096.0
115.0,1065.0
120.0,1111.7
125.0,1098.3
130.0,1014.2
135.0,1073.1
140.0,1071.7
145.0,1111.5
150.0,1126.6
155.0,1117.7
160.0,1104.7
165.0,1040.2
170.0,1033.3
175.0,1071.2
180.0,1126.5
185.0,1040.7
190.0,1037.1
195.0,1124.9
200.0,1121.6
205.0,1099.2
210.0,1097.7
215.0,1036.6
220.0,1108.8
225.0,1088.5
230.0,1057.5
235.0,1038.9
240.0,1031.8
245.0,1094.2
250.0,1108.4
255.0,1075.3
260.0,1053.9
265.0,1115.9
270.0,1045.1
275.0,1123.2
280.0,1068.6
285.0,1117.5
290.0,1076.7
295.0,1114.1
300.0,1142.7
305.0,1081.6
310.0,1049.7
315.0,1133.1
320.0,1128.1
325.0,1040.1
330.0,1146.3
335.0,1147.4
340.0,1079.4
345.0,1037.5
350.0,1062.7
355.0,1077.3
360.0,1081.0
365.0,1040.6
370.0,1143.5
375.0,1065.6
380.0,1060.1
385.0,1059.1
390.0,1134.3
395.0,1105.2
400.0,1116.2
405.0,1048.2
410.0,1057.5
415.0,1098.0
420.0,1106.7
425.0,1145.1
430.0,1122.5
435.0,1085.7
440.0,1064.4
445.0,1128.6
450.0,1159.9
455.0,1123.3
460.0,1057.9
465.0,1090.9
470.0,1056.1
475.0,1153.8
480.0,1151.1
485.0,1127.2
490.0,1057.8
495.0,1122.8
500.0,1070.9
505.0,1079.6
510.0,1166.3
515.0,1123.2
520.0,1102.0
525.0,1154.4
530.0,1131.7
535.0,1110.3
540.0,1144.3
545.0,1092.2
550.0,1098.3
555.0,1162.5
560.0,1098.7
565.0,1157.7
570.0,1079.2
575.0,1168.7
580.0,1121.5
585.0,1127.0
590.0,1133.2
595.0,1116.0
600.0,1067.8
605.0,1091.3
610.0,1153.9
615.0,1086.0
620.0,1078.1
625.0,1073.4
630.0,1163.1
635.0,1121.6
640.0,1127.1
645.0,1086.4
650.0,1108.6
655.0,1176.0
660.0,1110.4
665.0,1173.1
670.0,1113.3
675.0,1096.5
680.0,1130.1
685.0,1077.5
690.0,1113.9
695.0,1110.3
700.0,1181.2
705.0,1103.1
710.0,1116.9
715.0,1140.0
720.0,1103.7
725.0,1149.2
730.0,1104.0
735.0,1140.0
740.0,1139.9
745.0,1160.2
750.0,1085.3
755.0,1116.2
760.0,1102.8
765.0,1185.8
770.0,1082.0
775.0,1176.8
780.0,1162.4
785.0,1149.3
790.0,1088.2
795.0,1085.6
800.0,1174.1
805.0,1102.8
810.0,1169.0
815.0,1135.5
820.0,1170.4
825.0,1150.7
830.0,1096.7
835.0,1101.9
840.0,1114.4
845.0,1080.7
850.0,1187.9
855.0,1187.2
860.0,1135.4
865.0,1192.9
870.0,1186.1
875.0,1186.2
880.0,1134.9
885.0,1122.6
890.0,1158.5
895.0,1082.5
900.0,1141.0
905.0,1157.2
910.0,1160.8
915.0,1200.5
920.0,1107.5
925.0,1171.9
930.0,1158.0
935.0,1154.2
940.0,1100.6
945.0,1123.9
950.0,1109.7
955.0,1172.7
960.0,1164.4
965.0,1115.8
970.0,1166.2
975.0,1102.1
980.0,1123.7
985.0,1154.8
990.0,1183.2
995.0,1106.6
1000.0,1206.6
1005.0,1209.9
1010.0,1199.6
1015.0,1140.9
1020.0,1185.4
1025.0,1182.1
1030.0,1102.8
1035.0,1196.2
1040.0,1149.9
1045.0,1192.4
1050.0,1194.3
1055.0,1155.3
1060.0,1169.1
1065.0,1150.1
1070.0,1117.8
1075.0,1102.9
1080.0,1188.9
1085.0,1206.6
1090.0,1173.7
1095.0,1137.9
1100.0,1120.5
1105.0,1107.3
1110.0,1141.7
1115.0,1105.9
1120.0,1171.3
1125.0,1118.9
1130.0,1206.9
1135.0,1123.4
1140.0,1215.5
1145.0,1193.9
1150.0,1142.3
1155.0,1173.5
1160.0,1200.0
1165.0,1159.0
1170.0,1135.5
1175.0,1154.3
1180.0,1158.7
1185.0,1172.5
1190.0,1137.7
1195.0,1160.7
1200.0,1218.3
1205.0,1143.6
1210.0,1191.8
1215.0,1164.2
1220.0,1115.0
1225.0,1155.7
1230.0,1203.6
1235.0,1163.4
1240.0,1179.0
1245.0,1207.3
1250.0,1224.5
1255.0,1175.0
1260.0,1172.3
1265.0,1220.7
1270.0,1152.0
1275.0,1231.1
1280.0,1170.5
1285.0,1185.9
1290.0,1178.2
1295.0,1204.5
1300.0,1182.3
1305.0,1191.7
1310.0,1126.6
1315.0,1212.5
1320.0,1139.2
1325.0,1233.0
1330.0,1222.0
1335.0,1211.3
1340.0,1150.0
1345.0,1136.5
1350.0,1219.1
1355.0,1194.9
1360.0,1208.9
1365.0,1208.2
1370.0,1213.1
1375.0,1227.5
1380.0,1192.0
1385.0,1152.8
1390.0,1161.3
1395.0,1200.6
1400.0,1218.9
1405.0,1162.6
1410.0,1218.8
1415.0,1193.5
1420.0,1175.5
1425.0,1136.0
1430.0,1154.9
1435.0,1188.6
1440.0,1124.6
1445.0,1201.8
1450.0,1164.5
1455.0,1141.2
1460.0,1140.6
1465.0,1134.1
1470.0,1235.2
1475.0,1200.9
1480.0,1173.6
1485.0,1157.8
1490.0,1216.5
1495.0,1210.3
1500.0,1240.2
1505.0,1215.4
1510.0,1239.2
1515.0,1245.5
1520.0,1192.8
1525.0,1238.7
1530.0,1245.5
1535.0,1148.0
1540.0,1175.4
1545.0,1199.0
1550.0,1216.9
1555.0,1145.7
1560.0,1143.4
1565.0,1183.3
1570.0,1221.6
1575.0,1210.4
1580.0,1248.5
1585.0,1246.8
1590.0,1236.4
1595.0,1157.7
1600.0,1243.4
1605.0,1197.7
1610.0,1226.6
1615.0,1225.4
1620.0,1235.0
1625.0,1175.6
1630.0,1247.9
1635.0,1236.6
1640.0,1242.1
1645.0,1181.3
1650.0,1249.4
1655.0,1204.6
1660.0,1229.3
1665.0,1186.5
1670.0,1183.8
1675.0,1246.8
1680.0,1158.5
1685.0,1209.2
1690.0,1218.8
1695.0,1243.1
1700.0,1225.2
1705.0,1145.7
1710.0,1203.3
1715.0,1250.8
1720.0,1214.7
1725.0,1236.2
1730.0,1235.1
1735.0,1210.9
1740.0,1182.3
1745.0,1175.8
1750.0,1201.6
1755.0,1181.3
1760.0,1167.2
1765.0,1236.6
1770.0,1223.3
1775.0,1168.0
1780.0,1189.1
1785.0,1173.7
1790.0,1195.1
1795.0,1207.5
1800.0,1167.6
1805.0,1198.7
1810.0,1245.1
1815.0,1194.7
1820.0,1218.8
1825.0,1243.0
1830.0,1240.2
1835.0,1262.7
1840.0,1216.6
1845.0,1215.2
1850.0,1170.8
1855.0,1218.2
1860.0,1203.1
1865.0,1229.3
1870.0,1155.3
1875.0,1269.4
1880.0,1219.5
1885.0,1170.1
1890.0,1187.2
1895.0,1159.4
1900.0,1193.3
1905.0,1183.6
1910.0,1260.1
1915.0,1238.4
