1.009449307926263373e+02,2.655978559651039461e+01,5.691382627823655582e+01,5.555918339271313755e+01,2.352718140878924373e+02,3.124570035485951962e+02,2.217358909359559505e+02,1.845194903411815517e+02,3.206293268949095250e+02,3.146282750774112174e+02,2.418791230533066994e+02,2.261178315697094092e+02,2.697547452264153662e+02,2.485227618916244410e+02,3.723359904616370954e+02,2.680925296349288374e+02,2.869338772090960674e+02,2.869197759047582394e+02,3.143398146997736831e+02,3.262747870833786124e+02,3.682837265015472781e+02,2.796963654229534768e+02,3.430238443866410307e+02,2.737584271352406518e+02,3.616837162134311825e+02,2.625335204059805960e+02,1.278068475374893040e+02,2.598981799161088020e+02
1.807038884559360383e+02,1.985660161262919985e+02,1.378579347628396761e+02,2.382871643287474512e+02,3.386879961045484606e+02,3.744319464012091316e+02,2.868786385555588367e+02,2.747880179901048905e+02,4.152412594212762542e+02,3.418688183741567741e+02,2.826166595675477993e+02,3.040894976282298785e+02,3.005838589665771678e+02,2.855367902584621334e+02,3.191451346814031922e+02,1.888533583142602197e+02,1.891447531378346127e+02,2.220509570045520036e+02,2.129398744740402094e+02,2.543401883563345223e+02,3.257383140537151007e+02,2.374780461138284124e+02,2.163688864592658945e+02,2.363670322094517076e+02,3.184976008446632818e+02,2.512417560874437754e+02,1.713155615928048121e+02,2.395140089422963570e+02
4.000410220300377091e+02,3.048051585123335485e+02,3.250411856334843606e+02,4.605238978996000014e+02,5.713744056420244988e+02,5.500276178169485775e+02,4.923288425866140869e+02,4.181556795501596184e+02,6.044651244740097127e+02,4.562791002204880897e+02,4.812121500744733567e+02,4.964196072392470569e+02,5.831840682513932279e+02,4.547437770782915436e+02,4.840367876001282070e+02,4.741143750686672433e+02,4.258973693103623077e+02,4.116675045590009177e+02,4.917897100948071625e+02,4.855585414075476933e+02,3.523291968336102400e+02,3.271919746457191422e+02,3.271919746457191422e+02,3.378579612937360253e+02,3.670819806345271559e+02,4.544935138211061485e+02,4.214906674108689799e+02,3.261467355809992910e+02
3.202820643667280365e+02,2.896281381714704821e+02,3.199821788531966718e+02,3.617520163125544173e+02,5.920576420453556921e+02,5.706859321011532984e+02,5.274057066894771424e+02,4.500151598968384405e+02,6.254899983687579379e+02,4.399347742424407670e+02,5.575950310386754154e+02,5.847874954389036475e+02,6.653950382251579185e+02,4.811823687688898872e+02,6.276520982067596606e+02,6.061796606031149395e+02,6.214756174528852171e+02,5.064757783362254031e+02,5.779796592866805440e+02,5.780458826280329276e+02,3.736019030575263287e+02,4.116286132639692141e+02,4.380150628321724184e+02,4.446905182245616857e+02,3.400906585290472322e+02,4.827229246174481432e+02,5.030695062645855842e+02,3.567229920417179869e+02
2.704327158271594271e+02,2.693921110503197269e+02,3.250411856334843606e+02,3.074274814396793545e+02,6.747905876586805789e+02,6.016734035274602093e+02,5.274057066894771424e+02,4.287755063323859304e+02,5.781840321055744880e+02,4.453828829017898556e+02,4.863043421387534408e+02,5.639950511566314617e+02,4.393148707973050477e+02,3.965788753589751536e+02,4.999940443341983496e+02,4.899622093328009669e+02,5.854480454266309835e+02,4.116675045590009177e+02,5.019297041173805383e+02,4.701439845374668494e+02,5.012381404010228607e+02,4.591242224867349364e+02,4.380150628321724184e+02,5.034484245365158017e+02,3.832767738978151328e+02,4.601393959803745588e+02,5.085080955215000245e+02,4.433557186804209209e+02
3.152971295127711642e+02,2.997461517320458597e+02,2.592740974897443493e+02,2.975502932809748131e+02,4.421041781212044839e+02,4.209131535406696116e+02,3.470104055890383847e+02,2.854078447723312024e+02,4.678034441581466467e+02,2.982839490993638378e+02,3.793683087888705359e+02,3.352781640516381003e+02,3.468275295768198134e+02,2.643859169059834358e+02,3.510596481495435341e+02,2.997881981631962844e+02,4.670717373403671218e+02,2.420105935892308366e+02,3.498297937787803562e+02,2.954456733432168676e+02,3.097837843857780626e+02,1.952597268047033481e+02,2.638644956820315883e+02,3.271747056006535104e+02,2.213288412649354768e+02,2.794711668837857701e+02,3.616661855848101368e+02,2.344179661988432315e+02
-1.383319421973027659e+02,-1.391226864579115841e+01,-3.414829576694193491e+01,-1.851972779757104348e+01,1.266848229704036299e+02,8.005096785129299519e+01,1.014723568689967976e+02,5.177165556335310015e+01,1.997363020001075711e+02,1.021520373627958378e+02,1.298508976391435965e+02,4.418394409982827398e+01,1.001946196555257131e+02,7.931577507179503073e+01,2.127634231209354709e+01,8.320112988670204857e+01,1.479703851078297987e+02,1.247477286542427066e+01,6.083996413544006288e+01,-3.339820655184190912e+01,3.323860347486888855e+01,-1.108230881864532620e+02,-3.166373948184378762e+01,8.145982465975454545e+01,-5.938090863205586345e+01,-4.234411619451299913e+01,4.622800868377272820e+01,-6.115251292143736350e+01
-1.582716816131301982e+02,-1.897127542607885431e+01,4.173680593737347522e+01,-4.321269819433243953e+01,1.939053412812300508e+02,1.162030178486511147e+02,1.966809880053394579e+02,2.482384510345392243e+02,2.522984867369779636e+02,1.947698845717307563e+02,2.316947389247464173e+02,4.418394409982827398e+01,2.543401883563345223e+02,1.110420851005130487e+02,1.648916529187249864e+02,1.624403012073706805e+02,2.406127131753406445e+02,1.671619563966852411e+02,1.774498953950335078e+02,4.881276342192278150e+01,2.566020188259878410e+02,1.794278570637814596e+02,2.110915965456252366e+02,2.791000549817819660e+02,2.807097498969913545e+02,2.455958739281753935e+02,3.834205426124678979e+02,1.681694105339527709e+02
4.748150448393905663e+02,5.425784771858551494e+02,6.032865585493075287e+02,5.988045321214638079e+02,6.541073512553492719e+02,6.481546106669206893e+02,6.727241436870527878e+02,6.624116955413639971e+02,7.358705863161857224e+02,6.197223600009614302e+02,7.103607929670796466e+02,5.847874954389036475e+02,6.910859663419594199e+02,5.393472704882062772e+02,6.170139270507128231e+02,5.956144377603591238e+02,7.038243535128948452e+02,6.012840521134498886e+02,5.881196533092539767e+02,6.551186669784374317e+02,5.916471418526662092e+02,6.279974997232351370e+02,6.913249786869226909e+02,7.224551662447082663e+02,7.341639612690543117e+02,7.311417396252577419e+02,7.423674335688208430e+02,5.911409582405611900e+02
5.695288070645708558e+02,5.830505314281567735e+02,6.336405992310336615e+02,5.592957794866455288e+02,7.420111059695069571e+02,6.533191892379718411e+02,6.977790466176693371e+02,6.624116955413639971e+02,6.517710907371931626e+02,6.088261426822632529e+02,6.390701040671576720e+02,5.691931622271995366e+02,5.677695113813124408e+02,5.393472704882062772e+02,5.053131299122217683e+02,3.948752037479986257e+02,5.597140654078779107e+02,5.114656874823950830e+02,5.222096921625271762e+02,5.420785832645109394e+02,3.416928437216521957e+02,3.324692645593597717e+02,3.799648737821254372e+02,4.126407511453139705e+02,4.048698315821990832e+02,3.077005776801277648e+02,4.051748996401256591e+02,2.548021371726557049e+02
